지점,일시,평균 기온(°C),평균 이슬점온도(°C),평균 현지기압(hPa),평균 풍속(m/s),합계 강수량(mm),평균 전운량,최고 기온(°C),평균 습도(%),평균 해면기압(hPa),중하층 운량,최저 기온(°C)
61,2025-03-04,.9,-1.1,1022.3,2,2,10,3.4,87,1026.5,10,-.8
61,2025-03-05,.8,-.8,1019.8,0,4,8.8,2.2,89,1024,7.5,-1.4
61,2025-03-06,2,-.8,1020.6,0,,0,7.1,82,1024.8,,-2.6
61,2025-03-07,2.3,-1,1022.5,0,,5.6,7,79,1026.7,6.6,-2.6
61,2025-03-08,4.8,-.2,1019.9,.3,,6.3,9.5,70,1024,8,.5
61,2025-03-09,5.6,-.4,1022.6,.1,,0,12,66,1026.8,,.7
61,2025-03-10,7.3,-.3,1019.4,0,,0,14.2,59,1023.6,,.3
65,2020-03-10,4.8,1.7,1003.4,3.5,1.4,6.8,8.5,82,1009.9,9,2
65,2020-03-11,2.7,-5.9,1011.1,3.1,,0,7.9,55,1017.6,,-2.1
65,2020-03-12,6.3,1.7,1013.5,2.6,5,7.3,12.6,74,1019.9,7.2,-.8
65,2020-03-13,1.5,-6.5,1017.3,4,3,4,5,57,1024,7,-1
65,2020-03-14,3,-1.7,1009.4,1.3,,.5,10.4,73,1015.9,,-4.4
65,2020-03-15,2.8,-5,1006.1,6.4,,3.9,6.8,60,1012.4,7,-1
65,2020-03-16,2.1,-5.6,1014,1.4,,0,9.4,60,1020.3,,-4.4
65,2020-03-17,8,2.1,1008.3,1.9,,5,14.4,68,1014.7,10,.5
65,2020-03-18,9.3,-1.5,1005.2,3.4,,0,16.4,50,1011.6,,0
65,2020-03-19,7.8,.1,998.5,7.6,,3.8,10.4,61,1004.9,5.2,3.5
65,2020-03-20,8.6,.4,1005.8,1.1,,4.5,15,60,1012.2,5,.5
65,2020-03-21,11.1,5.4,1005.1,2,,5.3,17.4,69,1011.4,5.3,5.4
65,2020-03-22,8.3,-2.1,1009.4,2.5,,0,15.2,49,1015.8,,2.7
65,2020-03-23,8.4,.5,1011.1,2.4,,0,16.3,59,1017.6,,2
65,2020-03-24,10.2,.7,1013.7,.9,,0,18,56,1020.2,,1.4
65,2020-03-25,11.3,4.4,1013.7,.1,,3.3,18.8,66,1020.1,,3
65,2020-03-26,11.9,7.4,1009.3,1.6,2,7.5,17.5,75,1015.6,10,6.4
65,2020-03-27,7.9,-2.2,1009.8,5.6,.5,3.5,12.5,53,1016.2,4.5,4.8
65,2020-03-28,5,-6.5,1016.7,3.6,,2.8,10.5,44,1023.2,,1.4
65,2020-03-29,6.3,-5.2,1015.5,.9,,0,15.3,47,1022,,-1.5
65,2020-03-30,7.7,-3.6,1014.3,1,,0,16,47,1020.8,,-.3
65,2020-03-31,8.9,-1.4,1011.7,1.9,,6.3,17.5,52,1018.2,8.6,1
65,2020-04-01,9.1,-.3,1010.2,3.6,,3.8,14.8,58,1016.5,,4.4
65,2020-04-02,8.6,.4,1015,1.3,,0,17.4,60,1021.5,,.7
65,2020-04-03,10.3,3.2,1013.6,1.4,,0,18.4,63,1020.1,,1.4
65,2020-04-04,7.6,-5.3,1014,6,,.4,11.8,43,1020.5,,4.2
65,2020-04-05,6.6,-7.1,1016.7,5.6,,0,12.7,39,1023.2,,.5
65,2020-04-06,9.6,.2,1013.8,.4,,2,17.9,56,1020.2,,1
65,2020-04-07,9.6,1.6,1009.7,2.6,,4.1,17,61,1016.1,6.3,3.3
65,2020-04-08,8,-4,1012.8,4.3,,0,13,45,1019.2,,2.4
65,2020-04-09,7.9,0,1015.4,2.5,,.6,14.5,60,1021.8,,2.2
65,2020-04-10,8.7,.7,1017.9,1.5,,3.5,16.2,60,1024.4,7,1.5
65,2020-04-11,10,1,1013.8,1.9,,0,17.5,58,1020.2,,2
65,2020-04-12,10.5,3,1008.8,1.5,,1.9,17.2,62,1015.2,3.8,3.2
65,2020-04-13,10.7,.2,1009.2,2.4,,0,19.4,52,1015.5,,2
65,2020-04-14,13.3,1.8,1009.7,.9,,0,23,50,1016,,3.4
65,2020-04-15,13.8,4.2,1008.1,1,,2.3,21.8,56,1014.4,,5
65,2020-04-16,14.6,3,1009.8,2.1,,7.5,21.8,48,1016.1,7.2,7.4
65,2020-04-17,11.3,8.7,1005.5,2.4,23,9.9,14,85,1011.7,9.9,9.6
65,2020-04-18,13,8.7,1009.9,1.3,,4.3,19,77,1016.2,6.8,8.4
65,2020-04-19,12.2,9.6,1008.5,1.4,2,8.8,15.6,84,1014.9,10,9.2
65,2020-04-20,9.5,6.3,1003.9,3.5,0,6.6,14.1,81,1010.3,8.8,6.2
65,2020-04-21,5.6,-2,1007.9,4.9,,4.8,8.5,60,1014.4,7.8,3.5
65,2020-04-22,5.1,-2.7,1010,6.9,,4.9,8.2,58,1016.5,6.8,1.8
65,2020-04-23,6.9,-.4,1009.5,3.4,,0,11.6,63,1015.9,,2.2
65,2020-04-24,11.2,2,1005.1,3.4,,3.3,18.4,56,1011.4,,2
65,2020-04-25,12.1,6.1,1002.6,3.9,,5.1,16,68,1008.9,7,8
65,2020-04-26,11.6,3.9,1010.1,1.5,,.1,19,65,1016.5,,5
65,2020-04-27,12.1,3,1013.2,2,,1.1,18.2,58,1019.6,,5.2
65,2020-04-28,14.8,4.2,1011.5,2.6,,0,23,52,1017.8,,5
65,2020-04-29,15.3,6.2,1011,3.6,,2.3,22.2,58,1017.3,,9.8
65,2020-04-30,14.9,10,1008.2,4.1,,6.3,20.5,73,1014.5,7.6,9.2
65,2020-05-01,17.9,14.4,1005.4,4,,1.3,23.6,81,1011.6,,13.2
65,2020-05-02,18.6,16.2,1004.5,2.6,,8,24.5,86,1010.7,8.8,14.8
65,2020-05-03,20,15.6,1000.1,1.1,,4.1,28.4,78,1006.2,3,14
65,2020-05-04,17.1,10.9,1002.5,2.5,,4.5,24.6,68,1008.7,4.8,12.5
65,2020-05-05,16.4,12.3,1004.9,.1,,4.3,25.5,78,1011,5.2,10.2
65,2020-05-06,17.5,8.3,1008.4,1.5,,2.3,27.5,60,1014.6,,9.1
65,2020-05-07,19.2,7.7,1010.6,2.4,,8.9,26,50,1016.8,7.4,12
65,2020-05-08,17.9,11.2,1008.5,1.4,7,9.5,24.8,68,1014.7,9.5,12.6
65,2020-05-09,14.4,13.8,998.7,2.4,31,10,16.6,96,1004.9,10,11.8
65,2020-05-10,16.1,13.9,999.4,.5,.7,6,22.5,88,1005.6,9.6,12.5
65,2020-05-11,15.8,9.5,1000.9,.9,0,6.8,22,69,1007.1,8,10.4
65,2020-05-12,13.5,9.1,998.3,3.4,0,4,18.7,75,1004.5,6.4,9.8
65,2020-05-13,17,7.9,1006.7,2.1,,0,24.4,58,1012.9,,8.4
65,2020-05-14,17.8,8.7,1008.8,2.5,,8.8,23.6,57,1015,10,12.8
65,2020-05-15,15.9,13.4,1002.2,4.9,4.2,10,19.4,85,1008.4,10,12.8
65,2020-05-16,17.1,15.5,1000.3,.5,.1,9.3,20.5,90,1006.5,9.3,14.2
65,2020-05-17,16,15,998.7,1.9,3.5,9.8,19,94,1004.9,9.8,14
65,2020-05-18,16.4,15,991.6,3.3,34,10,21.4,92,997.7,10,12.8
65,2020-05-19,14.3,10.9,994.8,2,5,9.3,18.4,80,1001,9.3,10.8
65,2020-05-20,13.7,9.7,1005.2,1.3,,6,18.4,77,1011.4,9.6,10
65,2020-05-21,15.8,11.9,1008,0,,7.3,21.5,79,1014.2,8.3,9.3
65,2020-05-22,16.6,13.3,1006,2.6,,9.9,19.5,81,1012.3,9.9,14
65,2020-05-23,15.9,14.1,1004.3,1.5,14,10,18.6,90,1010.6,10,14
65,2020-05-24,16.6,14.8,1002.9,2.1,21,5.6,20.5,90,1009.1,9,13.8
65,2020-05-25,17.9,14.5,1005,.8,,5.8,23.9,81,1011.2,6,12
65,2020-05-26,14.1,13,1003.8,.1,5,5,16.9,93,1010.1,8,12.2
65,2020-05-27,16.1,13.9,1003.3,1.1,,3.3,22.5,87,1009.5,5.3,10.6
65,2020-05-28,17.5,13.5,1003.6,0,0,4,22.4,79,1009.8,9,13.4
65,2020-05-29,19.6,15.2,1008.8,.4,,0,27.4,78,1015,,12.4
65,2020-05-30,21.7,15.4,1009.4,.8,,0,29.1,70,1015.5,,14.4
65,2020-05-31,20,15.3,1005.3,.6,,6.8,25.5,76,1011.5,9,15
65,2020-06-01,20.1,12.1,1002.7,2.9,,1.1,25.5,63,1008.9,,15
65,2020-06-02,16.2,13.5,1000.6,1.6,2,10,18.5,85,1006.8,10,14
65,2020-06-03,20.5,16.6,997.3,1.8,,5.8,27,80,1003.4,9.2,15.4
65,2020-06-04,21,16.1,997,1.8,,1.8,27.4,76,1003.1,,16
65,2020-06-05,21.3,14.9,1001.2,0,,2.3,28,69,1007.2,,14.2
65,2020-06-06,22.9,16.5,1001.8,.5,,2,30,69,1007.9,,15.7
65,2020-06-07,22.2,17.3,1004.4,1.4,,0,27.5,75,1010.5,,16.5
65,2020-06-08,23.8,18.6,1007.6,2.3,,2.5,29.8,74,1013.7,,18.4
65,2020-06-09,24.5,17.3,1008.2,1.4,,5.5,31.2,66,1014.2,6.2,18.4
65,2020-06-10,23,19.2,1003.2,.1,0,9.5,28,80,1009.2,9.5,18.6
65,2020-06-11,23.6,20.9,998.8,2.4,0,8.3,29,86,1004.8,7,20.2
65,2020-06-12,23.3,18.4,998.9,.4,,5.5,30.7,76,1005,4.5,17.5
65,2020-06-13,24.2,17.8,998.3,.9,,4,32.4,71,1004.3,6.5,17.5
65,2020-06-14,23.6,16.8,997.6,2.8,,4.4,29.1,67,1003.6,7.3,20.4
65,2020-06-15,24,16.1,999.1,1.8,,2.5,30.7,65,1005.2,1,15.5
65,2020-06-16,23.3,16,999.3,.9,,3.1,30.5,66,1005.3,1.8,17
65,2020-06-17,23.7,19,998.6,.5,,6.1,31.2,76,1004.6,5.8,15.5
65,2020-06-18,22.3,18.4,997.5,0,,9.9,26.5,79,1003.3,9.8,19
65,2020-06-19,24.2,18.7,1000.2,1.3,,6.3,30.4,73,1006.2,7.4,19.6
65,2020-06-20,24.6,18.8,1003.4,.3,,3.8,31,71,1009.4,,18
65,2020-06-21,24.3,18.2,1002,1,,0,31.5,71,1008,,18
65,2020-06-22,24.6,17.8,1002.6,1,,3.3,33.7,69,1008.6,3,18
65,2020-06-23,24.6,18,1002.5,0,,9.1,29.7,68,1008.5,8.3,20.4
65,2020-06-24,19.5,18.5,995.8,5.5,62,10,20.6,95,1001.9,10,18.6
65,2020-06-25,20.8,19.3,994.5,2.6,0,9.9,23.5,91,1000.5,9.9,18
65,2020-06-26,22.6,19,998.7,1.9,1,8.3,27.8,81,1004.8,7,18.4
65,2020-06-27,23.1,20.1,999.2,.8,0,9.8,27.4,84,1005.3,7.9,19.4
65,2020-06-28,22.9,19.6,999.3,.8,,3.5,28.6,83,1005.4,6.5,19.4
65,2020-06-29,22.2,19.7,996.4,1,4,8.1,26.5,87,1002.5,7.5,19
65,2020-06-30,20.1,18.3,991.5,.8,32,10,23.5,90,997.6,10,18
65,2020-07-01,21.6,19.7,997.5,0,10,7.4,26.5,89,1003.5,7.3,17.4
65,2020-07-02,23.1,19.6,1003.8,.5,,5.4,28.2,82,1009.9,6.7,18.8
65,2020-07-03,22.6,20.2,1004.4,0,28,7.3,29.4,88,1010.5,7.3,18.5
65,2020-07-04,22.3,19.3,1001.1,.3,0,8,27.5,84,1007.2,3.8,18.5
65,2020-07-05,22.7,18.5,998.3,0,0,5.1,28.2,79,1004.4,2.8,17.2
65,2020-07-06,22.4,19.1,995,.9,0,9,27.5,82,1001.1,9,18.8
65,2020-07-07,22.9,19.4,998.6,1.1,,6.5,27,82,1004.7,7.8,20
65,2020-07-08,24.2,20.4,999,.3,,5.1,30.2,81,1005.2,8.2,20
65,2020-07-09,24.7,20.1,998.5,.3,,7.4,31,78,1004.5,7.5,19.4
65,2020-07-10,22.8,20.5,998,0,2,7.4,26.5,87,1004,5.8,20.5
65,2020-07-11,24.3,19.6,1001.7,0,.3,5.3,30.2,76,1007.7,5.5,19
65,2020-07-12,22.7,17.3,1002.8,1.4,0,8.6,26,72,1008.9,8.6,20
65,2020-07-13,20.4,16.6,998.4,1.4,4,10,23.5,80,1004.5,10,18.1
65,2020-07-14,21.3,16.9,998.6,0,8,9.5,27.4,78,1004.8,9.3,16
65,2020-07-15,23.5,18.6,999.2,.8,,3.4,28.9,75,1005.2,5.8,19.4
65,2020-07-16,23.9,19.9,1000.8,0,,1.1,29.7,79,1006.9,,18.4
65,2020-07-17,24,18.5,1002.6,0,,0,30.9,73,1008.6,,18
65,2020-07-18,24.7,20.8,1002.1,0,,8.3,30.5,80,1008.2,8.3,19
65,2020-07-19,22.3,21,996.8,4,67,10,25,93,1002.9,10,20.3
65,2020-07-20,23.8,21.9,997.3,1.3,5,9,27,89,1003.3,7.4,22
65,2020-07-21,24.4,21.1,1005.3,0,,6,29.5,84,1011.4,6.8,19.4
65,2020-07-22,24.9,22.3,1003.4,0,,9.1,29.7,86,1009.4,7.9,20.4
65,2020-07-23,22,19.8,1000,2.8,10.8,10,25.5,88,1006.1,10,19.4
65,2020-07-24,21.2,18.5,996.2,.1,23,9.3,25.2,85,1002.3,9.3,18
65,2020-07-25,23.1,18.4,999.3,.3,2,6.9,28.2,75,1005.4,7,19.5
65,2020-07-26,24.2,19.5,1001.6,0,,7.4,29,76,1007.6,7.8,20
65,2020-07-27,22.7,20.5,1002.3,1.3,2,10,25,88,1008.4,10,21.3
65,2020-07-28,24.8,22.2,1003.6,0,0,6.6,30.3,86,1009.7,5.3,20
65,2020-07-29,24.9,21.9,1004.8,2,0,9.1,28.3,84,1010.8,8.9,22.2
65,2020-07-30,25.6,22.7,1006.1,.5,,6.3,31,85,1012.1,5.6,22.4
65,2020-07-31,26,23.4,1007.1,0,,9.1,30.6,86,1013.1,8.6,22
65,2020-08-01,23.6,22.8,1002.9,.6,25,9.3,25.4,95,1009,9.3,22.6
65,2020-08-02,23.9,23.1,1000,.9,19.1,10,27,95,1006.1,10,22.8
65,2020-08-03,25.1,23.8,999.8,.8,6,10,27.3,93,1005.8,10,22.6
65,2020-08-04,25.9,24.4,1002.5,.4,.1,10,29.4,91,1008.5,10,23.4
65,2020-08-05,25.1,24.7,1003.1,0,156,10,27.6,98,1009.1,10,23.5
65,2020-08-06,25,22.7,998.4,1,52,9.1,29.3,88,1004.4,9.1,22
65,2020-08-07,25,23,1000.1,0,0,7.8,28.8,89,1006.1,8,22
65,2020-08-08,25.4,21.8,996.2,2.4,,5.6,30.4,81,1002.1,9,21
65,2020-08-09,24,23.2,994.1,2.1,34,10,26,95,1000.1,10,21.5
65,2020-08-10,24,23.7,996.4,0,145,10,24.6,98,1002.4,10,23
65,2020-08-11,25.4,24.3,1001,0,5,7.8,30,94,1007,7.8,23.4
65,2020-08-12,26.8,24.5,1005.5,0,,6.1,31.7,88,1011.5,6.1,22.7
65,2020-08-13,26.1,24.3,1001.1,3.3,.7,10,28,90,1007.1,9.4,24.4
65,2020-08-14,27.1,25,997.6,.5,19.1,9.3,31,89,1003.5,9.3,24.6
65,2020-08-15,27.2,25.3,1000.9,0,.3,10,30.4,90,1006.9,10,24.4
65,2020-08-16,25.9,24.8,1002.4,1,4,10,26.9,94,1008.4,10,25.2
65,2020-08-17,26.9,24.4,1006,.5,,7.4,30.2,87,1012,7,24
65,2020-08-18,26.3,23.4,1006.2,.4,,6.4,30.6,85,1012.2,5.8,23.2
65,2020-08-19,26.4,23.2,1004.3,.9,,6.9,31,84,1010.3,9,22
65,2020-08-20,25.7,24.2,1005,0,1,10,30.5,91,1011,10,24
65,2020-08-21,23.7,21.9,1007.5,.4,.4,10,25.9,90,1013.6,10,22.5
65,2020-08-22,22.7,21.4,1005.6,.3,14,9,28.4,93,1011.7,9,21.2
65,2020-08-23,24.4,21,1002.1,0,,5.4,29.6,82,1008.2,7.2,21
65,2020-08-24,25.5,22.1,998.5,1.8,,5.6,30.4,83,1004.5,8,20.1
65,2020-08-25,27.5,24.2,997.7,.6,,8,31.5,83,1003.7,8,24.2
65,2020-08-26,28.1,24.3,996.8,1.3,0,7.8,33,81,1002.7,9,23.5
65,2020-08-27,25.1,23.7,989.7,7.5,56.4,8.3,29.4,92,995.4,9,23
65,2020-08-28,26.1,24.6,999.8,.3,2,10,29.4,92,1005.5,10,23.4
65,2020-08-29,24.4,23.5,1002.6,0,39,8.3,27.5,95,1008.6,10,22.5
65,2020-08-30,25.8,23.3,1004.8,.3,,6,31.4,87,1010.8,3.8,21.8
65,2020-08-31,25.8,21.6,1005.4,3.1,,7.5,29.4,78,1011.4,7.5,22.4
65,2020-09-01,24.3,22.4,1002.6,1.6,4,8.5,28.2,89,1008.6,8.5,22.6
65,2020-09-02,23.2,22.5,999.1,0,5,10,25.2,96,1005.2,10,21.8
65,2020-09-03,21.5,18.6,991.1,4.4,54,6.8,26,84,997.1,6.8,19
65,2020-09-04,21.6,17.2,1003.9,.8,1,3,26.8,78,1010,4.8,16.8
65,2020-09-05,22.5,18.2,1006.4,2.5,,6.3,27.5,78,1012.5,7,18
65,2020-09-06,22.7,18.2,1004,0,,10,27.5,77,1010,10,19
65,2020-09-07,19.2,18.2,990.2,5.4,58,10,20.5,94,996.2,10,18.2
65,2020-09-08,21.4,18.1,999.9,3.6,12,5.4,26,83,1005.9,7.2,17.6
65,2020-09-09,20.7,17.8,1002.6,0,6,4.6,26.5,84,1008.7,5.3,17
65,2020-09-10,21.3,17.9,1001.7,.3,2,6.9,27.4,82,1007.8,5.3,16
65,2020-09-11,20.8,18.8,1007.7,.5,4,10,25.5,89,1013.8,10,18.2
65,2020-09-12,20.3,17.7,1010.2,0,0,10,23.7,85,1016.3,10,17.4
65,2020-09-13,20.3,16.6,1009.7,.9,,3.8,25.5,81,1015.9,4.8,15.4
65,2020-09-14,21,17.6,1007.6,.4,,5.1,26,83,1013.8,3,16.4
65,2020-09-15,21.2,17.8,1006.2,0,,7,27,82,1012.3,9.5,16.4
65,2020-09-16,20.3,18.6,1002.3,.5,4,5.8,23.5,90,1008.4,6.5,19
65,2020-09-17,20,15.6,1002.7,.3,,7.4,25.5,78,1008.9,7.8,16.5
65,2020-09-18,19.6,13,1005.4,.6,,.9,25.3,68,1011.5,,14.4
65,2020-09-19,18.8,13.3,1007.9,1.4,,1.3,25.4,73,1014.1,,12.8
65,2020-09-20,17.6,10.5,1011,.8,,0,23.8,67,1017.2,,11.5
65,2020-09-21,17.7,11.6,1012,.5,,3.9,24.5,70,1018.3,4,10.4
65,2020-09-22,18.3,12.5,1012.2,.1,,.4,25.2,72,1018.5,,11.4
65,2020-09-23,18.8,11.8,1011.8,.9,,5.5,24,66,1018,3.5,13.4
65,2020-09-24,18.8,13.3,1010.3,0,,6.8,24.4,72,1016.5,7,13.6
65,2020-09-25,18.1,14,1008.7,0,,3.8,25,79,1014.9,6,12.8
65,2020-09-26,18.5,13.2,1011.2,0,,1.9,25,73,1017.4,,12.5
65,2020-09-27,18.2,13.2,1012.4,1.3,,0,25.2,74,1018.6,,12
65,2020-09-28,18.6,13.7,1010.5,0,,0,25.4,76,1016.8,,11.7
65,2020-09-29,17.5,15.1,1006.3,0,,8.3,22.2,86,1012.5,8,12
65,2020-09-30,18.2,15.7,1004.5,.6,0,7.1,24,86,1010.7,7.1,15.5
65,2020-10-01,18,14.1,1006.2,1,,8.4,24,79,1012.4,7.5,13.6
65,2020-10-02,18.2,16.4,1006.7,.3,23,8.6,22.8,89,1012.9,7.6,14.6
65,2020-10-03,17.3,12.6,1008.5,0,,5.5,23.4,76,1014.7,6.8,12.5
65,2020-10-04,13.3,8.9,1006.8,2,0,5.1,21.9,76,1013.1,6.2,8.6
65,2020-10-05,11.6,6,1011.8,2,,1.4,17,70,1018.1,,6.1
65,2020-10-06,12.4,6.6,1016,1.4,,3,19,71,1022.4,,5.9
65,2020-10-07,14.9,9.5,1019.6,0,,4.5,21.4,74,1025.9,5.3,8
65,2020-10-08,15.7,8.6,1020.8,0,,0,24.3,66,1027.1,,7.1
65,2020-10-09,16.4,7.4,1017.7,.6,,6.6,23,57,1024,5.8,9.4
65,2020-10-10,15.2,9.3,1014.1,0,,5.6,20,69,1020.4,7.6,9.2
65,2020-10-11,15.6,10.4,1010.1,.5,,7.9,22,73,1016.3,3.3,10
65,2020-10-12,14,8.7,1009.3,1.9,,3.6,19,72,1015.6,7.3,9.8
65,2020-10-13,12.8,6.2,1014.3,0,0,2.4,19.4,68,1020.7,,5.4
65,2020-10-14,9.6,.3,1019.2,3.1,,5.8,13.5,55,1025.6,9.2,5.8
65,2020-10-15,9.5,2.5,1019.8,0,,5.5,16.4,65,1026.3,3.6,1.9
65,2020-10-16,10.4,8.8,1017.1,0,9,8.8,14,90,1023.5,10,7.4
65,2020-10-17,9.8,7.5,1017.1,0,,3.8,16.7,87,1023.5,,5.5
65,2020-10-18,13.1,8.9,1017,.6,,1,21,78,1023.4,,5
65,2020-10-19,14.2,10.7,1017.9,0,,.5,21.2,81,1024.3,,8.4
65,2020-10-20,13.3,9.3,1018.8,0,,.4,21,79,1025.2,,6.8
65,2020-10-21,14,10.4,1011.4,1.9,,8.1,19,80,1017.7,8.1,9.4
65,2020-10-22,11.1,5.9,1008.2,3.6,1,2.8,15.4,72,1014.5,4.4,6.6
65,2020-10-23,7.2,-.1,1009.6,3.6,,0,12,62,1016,,3
65,2020-10-24,8.5,-.9,1012.6,3,,0,14,54,1019,,1.4
65,2020-10-25,10.9,6.1,1013.4,0,,2.4,18.5,74,1019.8,4.8,2.5
65,2020-10-26,12.5,8.9,1013.3,.4,,4.5,19,81,1019.6,.8,5.8
65,2020-10-27,13.4,10.8,1014.2,.1,,6.8,19,85,1020.5,5.3,6.4
65,2020-10-28,10.2,2.3,1017.1,1.6,,2.9,16.2,62,1023.5,1.3,6
65,2020-10-29,9.3,.1,1018.7,.9,,3.8,15.2,55,1025.2,6.8,2.4
65,2020-10-30,9.7,2.1,1019.2,0,,.6,17.4,61,1025.7,,3
65,2020-10-31,11,5.7,1016.7,1.3,,7.5,17,71,1023.2,9.7,3
65,2020-11-01,12.8,9.3,1012.2,.8,7,8.6,17.4,80,1018.5,5.4,8.4
65,2020-11-02,8.7,2.1,1014.3,1.4,1,2.5,15,67,1020.8,,5
65,2020-11-03,3.6,-5.2,1015.8,4.4,2,0,7.4,54,1022.4,,.5
65,2020-11-04,5,-4.3,1018.6,.1,,1,11.4,53,1025.1,,-3
65,2020-11-05,9.8,5.2,1018.8,2.5,,5.5,16,74,1025.3,6.8,2.3
65,2020-11-06,12.7,8.5,1013.5,.8,,8.5,18.3,76,1019.8,8.5,9
65,2020-11-07,13.3,8.4,1010.6,.6,,3.6,18.4,75,1016.9,4.3,8.5
65,2020-11-08,6.1,-3,1016.9,4.3,,0,10.4,53,1023.4,,2.6
65,2020-11-09,4.7,-1.6,1018.9,0,,2,11,66,1025.5,,-1.4
65,2020-11-10,5.8,-.3,1021.4,1,,0,12,67,1028,,-.5
65,2020-11-11,7.8,2.6,1024.8,0,,0,16.5,71,1031.3,,0
65,2020-11-12,10,6.3,1023,.4,,5.1,16.5,79,1029.2,8.2,2.4
65,2020-11-13,10.5,6.5,1021.8,.8,,2.3,16.6,78,1028.3,,6.8
65,2020-11-14,8.7,4.3,1022.6,0,,.5,17.2,76,1029.1,,1.4
65,2020-11-15,9.9,6.2,1020.5,0,,3.8,16,79,1027,6.3,4
65,2020-11-16,10.5,7.8,1019.8,0,,1.3,16.5,84,1026.3,,5.8
65,2020-11-17,14.2,9.7,1016.3,2.1,,5.8,20,76,1022.7,9.2,7.4
65,2020-11-18,17.4,16,1006.9,5.8,18.4,10,20,91,1013.2,10,13.4
65,2020-11-19,10.6,8.7,1001.3,5.8,22,10,19.2,88,1007.6,10,2.4
65,2020-11-20,.8,-2.9,1013.2,3.8,,6.3,2.5,77,1019.8,10,-.5
65,2020-11-21,2.4,-.2,1017.6,0,,6.4,6.5,83,1024.3,8.5,-3.4
65,2020-11-22,3.1,-.2,1016.5,2.6,,7.3,5.8,80,1023.1,9.7,-.6
65,2020-11-23,.2,-4.9,1021.6,.9,,0,4.3,69,1028.3,,-3.5
65,2020-11-24,1,-2.5,1022.3,0,,4.5,5.8,78,1028.9,6.8,-2.9
65,2020-11-25,2.1,-1.2,1020.7,0,,4.3,8.3,79,1027.4,8.3,-2.4
65,2020-11-26,2.3,-.6,1020.6,.4,,1.8,7.3,82,1027.3,,-1.4
65,2020-11-27,1.5,-2.9,1020.2,2.6,,4.1,4.5,74,1026.8,6.6,-1.2
65,2020-11-28,-1.9,-7.4,1023.2,2.3,,2.5,.8,66,1029.9,,-4
65,2020-11-29,-1.7,-6.8,1022.9,1.3,0,4,2,68,1029.6,6.4,-5.4
65,2020-11-30,-1.6,-6.7,1028.1,.6,,1.1,3,69,1034.9,,-6.2
65,2020-12-01,-1.3,-5.7,1029.5,0,,4.6,3.4,73,1036.3,.8,-6
65,2020-12-02,.1,-5.8,1025.2,.6,,6.5,3.4,65,1031.9,7,-2.8
65,2020-12-03,-1.5,-7.3,1024,1.4,,0,2.2,66,1030.8,,-4.5
65,2020-12-04,-2,-7,1023.7,0,,0,3.5,70,1030.4,,-7
65,2020-12-05,.2,-3.6,1022.5,0,,7.8,6.2,76,1029.2,7.3,-5.1
65,2020-12-06,2.6,-.4,1020.5,0,0,9.8,5.5,81,1027.2,9.8,-.6
65,2020-12-07,-1,-4.4,1022.2,.6,0,5.5,3,79,1028.9,,-4.1
65,2020-12-08,-2.6,-7.6,1023.4,.1,,0,1.8,69,1030.2,,-7
65,2020-12-09,.4,-5.6,1019.6,.9,,8.8,4.2,65,1026.1,10,-6
65,2020-12-10,3.1,1.3,1015.2,.4,.1,9.5,7,89,1021.8,8.8,.1
65,2020-12-11,1.5,-1.1,1013.5,.1,,5.3,7.4,84,1020.2,6,-2.4
65,2020-12-12,-.5,-5.7,1013.3,.3,,3.6,5.4,70,1020,5.8,-5.2
65,2020-12-13,-3.4,-6.3,1013.5,2.6,1.2,6.4,-.6,81,1020,8.5,-8.2
65,2020-12-14,-8.6,-16.1,1023.2,3,,0,-6,55,1030.1,,-11.4
65,2020-12-15,-8.9,-16.1,1025.1,3.3,,0,-6.1,56,1032,,-12
65,2020-12-16,-9.4,-16.9,1025.1,1.6,,0,-5.4,55,1032,,-13
65,2020-12-17,-5.5,-11.4,1023.6,.6,0,4.3,.4,64,1030.4,8.5,-13.4
65,2020-12-18,-4.7,-10.1,1022.8,2,0,2,-1,67,1029.6,,-7.4
65,2020-12-19,-7.2,-15.8,1027.2,.6,,.6,-3,51,1034.1,,-12.6
65,2020-12-20,-5.6,-14,1026,.1,,0,-.7,52,1032.9,,-11.4
65,2020-12-21,-3.4,-9.4,1022.5,0,,2.6,3.4,65,1029.3,,-11
65,2020-12-22,1.5,-3.5,1018.7,.3,,5.3,7.7,71,1025.4,8.4,-4
65,2020-12-23,3,-.6,1014.8,0,,7.4,9,77,1021.4,6.1,-4
65,2020-12-24,-.7,-6.1,1012.5,2.9,,2.4,2.6,67,1019.2,,-3.7
65,2020-12-25,-2.4,-8.7,1016.3,1.1,,1.6,2,63,1023,,-7.8
65,2020-12-26,.3,-7.6,1017.1,.8,0,3.3,6.3,57,1023.7,,-5.5
65,2020-12-27,5.4,.2,1014.4,1.9,0,8.1,10.2,70,1021,8.1,-.5
65,2020-12-28,.1,-.5,1017.3,0,,10,2.4,96,1024,,-1.6
65,2020-12-29,-3.7,-8.2,1017.2,5.3,0,10,0,71,1023.9,8.8,-9.6
65,2020-12-30,-12.3,-21.7,1017.8,7,,5.4,-10.2,46,1024.8,7.2,-15.4
65,2020-12-31,-9.1,-15.7,1019.5,1.1,,0,-4.6,60,1026.4,,-14
